OBJECTID,GEOID10,GlobalID,OCC_RES,OCC_BUS,VAC_RES,VAC_BUS,TotalAddresses,TotalOCC,TotalVAC,TotRES,TotBUS,PctVAC,Shape__Area,Shape__Length
8917,261635160002004,8e9190bc-9e1a-4557-af7a-d5d684d37098,10,,3,,13,10,3,13,0,0.230769230769231,172637.110595703,1775.33008162068
8918,261635152002005,506bed66-48a7-43d7-a544-b7ca7541f1c4,11,,15,,26,11,15,26,0,0.576923076923077,233608.754150391,2202.99435643478
8919,261635143003007,1cf05cda-64fc-4207-8749-0d0c79f15130,12,,2,,14,12,2,14,0,0.142857142857143,155686.6015625,1648.18574562806
8920,261635143003002,32897062-1714-44c2-82b4-a371f52c76d1,41,1,7,,49,42,7,48,1,0.142857142857143,274749.427734375,2831.14421453191
8921,261635015003004,c6872312-58bf-43af-aa73-532a43d1825f,25,,,,25,25,0,25,0,,166011.665039063,1740.01745480159
8922,261635015003023,baeddded-0196-4d13-967c-c4427d6b4b8c,15,,5,,20,15,5,20,0,0.25,125679.153808594,1539.48619288959
8923,261635015001007,c35dd44e-fa55-4a95-abdf-600c3cde97fd,20,,9,,29,20,9,29,0,0.310344827586207,194255.689941406,1909.05516464009
8924,261635015001008,df6731e9-d93a-499f-a872-27cb43f3bbb5,26,,3,,29,26,3,29,0,0.103448275862069,192408.627441406,1902.57842080501
8925,261635015003002,41785c92-608a-4de1-bfa1-be4b72e0c885,23,,,,23,23,0,23,0,,181085.005371094,1775.77655004941
8926,261635014004020,575f005b-594a-4e4b-8f65-076c4444866b,37,1,7,,45,38,7,44,1,0.155555555555556,385884.241210938,2818.02668476184
8927,261635014001014,c85d3bc6-b755-4169-b182-2cf6e45f1e9c,25,,4,,29,25,4,29,0,0.137931034482759,218002.48828125,1944.56355380446
8928,261635014003010,e7360c5a-6ff0-4450-b964-4526685f5d3b,20,,11,,31,20,11,31,0,0.354838709677419,198311.1953125,1921.61512410764
8929,261635014003008,0982a7c4-cb8c-4bb3-b3db-d739086be299,24,,2,,26,24,2,26,0,0.0769230769230769,234955.919921875,2031.36997383173
8930,261635014003006,7ce3392f-abf2-402e-986b-6b6734eba830,35,,1,,36,35,1,36,0,0.0277777777777778,231301.541503906,2021.65147078818
8931,261635014003018,82e4a517-d7ed-45b8-80e9-91b0388502c4,22,4,7,3,36,26,10,29,7,0.277777777777778,238829.453125,2063.73398646791
8932,261635208001068,4e2dd559-21d1-4f29-9d32-9d5d32a4329d,,1,,,1,1,0,0,1,,125342.236816406,1421.40511572404
8933,261635143003017,10412279-cd8b-4802-9c8d-5166733599dc,8,,4,,12,8,4,12,0,0.333333333333333,104541.190429688,1366.07918055906
8934,261635017002007,860033b7-1734-44b2-950c-3a2795b8f1ce,19,5,4,1,29,24,5,23,6,0.172413793103448,1294094.15625,4995.00186774589
8935,261635017001014,f0980b18-d1d0-492d-847a-fb330add5773,14,8,3,,25,22,3,17,8,0.12,177412.295410156,1853.08471345579
8936,261635017001020,61010ca6-7607-4fa9-a711-f4845a0a5057,27,8,6,,41,35,6,33,8,0.146341463414634,242918.971191406,2356.15119217086
8937,261635017001022,b96f1180-1cb8-439d-bea7-bb3b3eddb72d,12,7,,1,20,19,1,12,8,0.05,307427.432128906,2254.50943321738
8938,261635017002016,b4ac724d-9204-46e6-b309-76d001d3b697,39,1,5,,45,40,5,44,1,0.111111111111111,608937.690917969,4159.61622078922
8939,261635051002004,d443f515-856b-4db8-9350-d78dd7200713,13,2,,,15,15,0,13,2,,187196.305664063,1813.03966324368
8940,261635051001002,e13c892e-22b9-404d-bdb2-e16a6211d08f,,2,,,2,2,0,0,2,,257756.158203125,2104.68305531908
8941,261635392002012,27dbcbad-0fea-4b32-98f1-870c9715cacb,42,,6,,48,42,6,48,0,0.125,300352.675292969,2483.80543215095
8942,261635392001008,74a801fc-bdd9-46b7-a69c-05ba7141d249,37,,3,,40,37,3,40,0,0.075,233455.896972656,2183.43387869686
8943,261635393003021,85860256-b9be-4e85-9507-91b1af12a14c,11,1,,,12,12,0,11,1,,183443.345703125,1865.5559798804
8944,261635394003004,ad0aa888-ffb3-4c0d-8b8d-338c8962f216,11,9,2,4,26,20,6,13,13,0.230769230769231,211398.643066406,1954.99422242083
8945,261635396002027,f0addb4b-8dc3-42f9-8490-38b3ea198ef5,27,,2,,29,27,2,29,0,0.0689655172413793,210492.026367188,1961.12240570433
8946,261635395002003,a8853394-4729-4096-b029-2ad0f9edf6ad,32,,2,,34,32,2,34,0,0.0588235294117647,233721.409667969,2023.90175835888
8947,261635324001001,2e77c354-4238-4c9e-9fc4-dd6ee0f1b3da,22,2,6,,30,24,6,28,2,0.2,298000.057617188,2474.76337474962
8948,261635114005008,f32701f7-14ae-46c5-be4f-efb8aaa88f58,20,,21,1,42,20,22,41,1,0.523809523809524,358324.803222656,2597.17543781095
8949,261635114005006,ae0056db-eba1-47be-9bdd-dc1cccd4fbef,15,,12,,27,15,12,27,0,0.444444444444444,341861.450927734,2556.80837150191
8950,261635114005017,7b59ab01-84b6-4346-960d-7bd3aae99307,16,,17,,33,16,17,33,0,0.515151515151515,302849.847412109,2473.66083773957
8951,261635114005015,1881d679-0177-4f6d-91df-9203d1e6f7ac,15,,14,,29,15,14,29,0,0.482758620689655,272987.627929688,2407.74927591603
8952,261635119002007,7c408833-ecdf-4db4-80ea-1708f05eae41,17,1,2,,20,18,2,19,1,0.1,203602.598632813,1971.19160064561
8953,261635114001041,a7bc67f5-e1ba-4663-836c-50f2ffc81196,,2,,4,6,2,4,0,6,0.666666666666667,175053.209228516,1845.56576221183
8954,261635003002002,e3c317e4-9397-47ab-9cc1-ba3b3affd5e0,21,,9,,30,21,9,30,0,0.3,215481.0859375,1970.13418382745
8955,261635133001001,0645ff11-29a1-488e-a3c7-de380a0e62dd,7,,,,7,7,0,7,0,,172430.36328125,3681.99822579108
8956,261635232001018,dae9f110-06aa-4f58-8dd8-d12740c64e98,33,1,3,,37,34,3,36,1,0.0810810810810811,270551.479980469,2193.09808742169
8957,261635387003008,bfd22ae6-21d4-4e59-a329-b07504e299ee,17,5,,,22,22,0,17,5,,189941.918457031,1894.58185395985
8958,261635386006007,453fecc2-a57b-4e0a-8e49-2cade64a1924,14,5,,3,22,19,3,14,8,0.136363636363636,189561.6953125,1888.75441720366
8959,261635075003018,57390e8f-5676-4da9-932c-f879f4935fa1,3,1,5,,9,4,5,8,1,0.555555555555556,146338.518554688,2162.39402500773
8960,261635075003016,7a9d2732-79d8-4c9c-8606-37c547f5ed04,12,4,10,,26,16,10,22,4,0.384615384615385,246188.189941406,2363.91198419964
8961,261635075003015,02fdce65-2e35-4c43-844c-d4b218bb4db1,4,,6,1,11,4,7,10,1,0.636363636363636,223480.858398438,2321.92140149297
8962,261635075001004,a7165587-6051-483c-a0af-cfeaff0e5332,25,,9,,34,25,9,34,0,0.264705882352941,188631.430664063,1950.8792647337
8963,261635075001006,3de07012-21c2-4243-878a-f8a9fe470444,27,,9,,36,27,9,36,0,0.25,201475.55078125,2041.47777917386
8964,261635075002007,11f0587c-8da8-4697-86af-248b88f8f3d2,21,1,12,,34,22,12,33,1,0.352941176470588,286400.866210938,2428.060050637
8965,261635075002001,b3b29e9c-3b3c-4751-9cc2-b34ebe5eef55,38,,1,,39,38,1,39,0,0.0256410256410256,294215.711914063,2440.73866662869
8966,261635075001010,3e1d3faa-0d01-482f-a46b-670e960ee6fa,12,5,1,1,19,17,2,13,6,0.105263157894737,249000.553710938,2173.71008237482
8967,261635068002000,a4d90196-c65c-4a28-92e9-a64b36d56b93,68,1,1,,70,69,1,69,1,0.0142857142857143,249805.3984375,2173.51200394151
8968,261635010002007,5eb71964-cca3-45bb-af12-9338e35ca321,15,,12,,27,15,12,27,0,0.444444444444444,224379.359863281,2086.41441022855
8969,261635012001001,ce01c2eb-eb1f-4f5e-80fc-df7079a5846b,24,,13,,37,24,13,37,0,0.351351351351351,255619.389160156,2311.30164855544
8970,261635010002013,b5113620-f47b-40ff-b6b6-4f601fbb506c,29,2,31,1,63,31,32,60,3,0.507936507936508,211315.377929688,2049.01689560777
8971,261635010002001,40999936-997e-420c-b97e-2051cbdb098d,22,,13,,35,22,13,35,0,0.371428571428571,263019.599609375,2259.13604485467
8972,261635013002005,f5dc00a9-a9d5-443e-9073-6b61bb3c6514,10,,,,10,10,0,10,0,,233778.501953125,2031.61390217958
8973,261635013002010,b307e91e-bdb9-4487-872d-7a5683c2b59a,16,1,15,2,34,17,17,31,3,0.5,209296.463867188,1977.88091637756
8974,261635020002002,cfa92d49-6ac0-41d1-b790-a93304113cdf,8,,3,6,17,8,9,11,6,0.529411764705882,199095.142578125,1947.98998039717
8975,261635020001004,f0f8871b-1298-4261-bf64-de3ff56a2aa1,29,1,1,,31,30,1,30,1,0.032258064516129,295197.096679688,2592.25700522565
8976,261635221002018,b7dffeda-c924-479a-a099-f7958c3d5d40,1,,2,,3,1,2,3,0,0.666666666666667,180261.240478516,1856.93400831606
8977,261635221002033,422a3372-0cac-4552-9d54-165ef4c512a4,5,,1,,6,5,1,6,0,0.166666666666667,184131.760742188,1748.12255916194
8978,261635221002022,c7b671cf-4e06-447c-b315-99f7b3592a6d,,,2,2,4,0,4,2,2,1,114302.764648438,1390.07032419194
8979,261635143003015,17f7636a-fd80-4662-b89b-f7bbbe3eaa93,3,,1,,4,3,1,4,0,0.25,125890.505859375,1463.23849244442
8980,261635017001010,3a6d80bc-d186-443e-86ba-2ce98ce2faa0,31,,13,,44,31,13,44,0,0.295454545454545,433662.689453125,3278.5814805035
8981,261635018001001,30215634-9aeb-49ce-9374-89b32928924c,29,4,1,1,35,33,2,30,5,0.0571428571428571,240630.966308594,2070.35699727342
8982,261635347004016,5abd00c1-c57e-4a66-bc0a-5d2a22fd5593,8,2,5,3,18,10,8,13,5,0.444444444444444,200143.83203125,2013.67972369696
8983,261635301003005,68765d87-c861-4b77-8a7d-7cf9ea2a8af0,48,,5,,53,48,5,53,0,0.0943396226415094,269249.958496094,2351.33366444083
8984,261635301003015,acbef08f-5c51-43e1-a64f-6b5a3a293f45,43,4,13,,60,47,13,56,4,0.216666666666667,337360.176757813,2525.97904842203
8985,261635301003014,4b4978e4-1801-4e05-bbdc-ecb554c2b746,41,4,5,1,51,45,6,46,5,0.117647058823529,292261.872070313,2412.66128248964
8986,261635303003013,d0147c66-5c66-4808-9df7-2b05034d2240,16,,8,,24,16,8,24,0,0.333333333333333,174666.26953125,1852.55466964476
8987,261635352001000,ce496c81-797d-4410-a470-a8cbf8b91c56,,2,,,2,2,0,0,2,,77940.1005859375,1159.10696457401
8988,261635352001022,f1e0020e-3a51-428e-a3d2-a0ee508fb8ce,24,,2,,26,24,2,26,0,0.0769230769230769,234132.272705078,2067.96628527738
8989,261635352001007,2d30e40c-93bb-4d17-926e-adb5a798bf54,14,,4,,18,14,4,18,0,0.222222222222222,249534.786621094,2155.72961500847
8990,261635343001013,b7660f01-47c7-4f15-a6f1-add3839b6b3a,1,,1,,2,1,1,2,0,0.5,119420.011230469,1436.84105820889
8991,261635352001021,72973a32-28df-443a-b206-8a916d6c5ab3,11,,3,,14,11,3,14,0,0.214285714285714,230732.780029297,2055.92628543055
8992,261635343001014,8b02c346-f057-4089-bd62-8a59ce002951,3,,10,,13,3,10,13,0,0.769230769230769,146451.398925781,1723.04108780684
8993,261635350003001,5a6a5310-4aef-4d45-9ebf-c840b24f28a8,9,,16,4,29,9,20,25,4,0.689655172413793,267067.020263672,2266.51416876692
8994,261635363002000,487c3498-1d03-4be4-883f-c2549fd55f6d,30,2,9,2,43,32,11,39,4,0.255813953488372,271580.149902344,2343.44525875065
8995,261635361004001,6bb0e5cc-7412-44be-9f91-6e227918575c,21,,21,,42,21,21,42,0,0.5,259652.625,2373.02659482397
8996,261635361004005,247a022a-f5f4-46fb-a160-57291da33e24,18,,13,,31,18,13,31,0,0.419354838709677,249376.693847656,2300.64364629465
8997,261635361004006,9fc72fed-c45b-4c03-8608-2c574981e006,23,,13,,36,23,13,36,0,0.361111111111111,248531.169433594,2295.29838818908
8998,261635363001008,3c84308b-e56c-4098-ab85-a435afbff110,15,2,5,2,24,17,7,20,4,0.291666666666667,266255.201171875,2374.93187261171
8999,261635361004011,51e0a756-3ede-42e5-9004-ab4a1877c62d,16,,14,9,39,16,23,30,9,0.58974358974359,257999.623535156,2359.30533235058
9000,261635363002005,34dce76e-aad6-4c3c-be71-4ed09cc488bf,12,,1,,13,12,1,13,0,0.0769230769230769,130470.574707031,1451.95775954778
9001,261635361004007,33944cc4-cf96-4d4a-bd2f-191d0308e101,19,3,5,3,30,22,8,24,6,0.266666666666667,253099.088867188,2301.84114038249
9002,261635363002009,3762e1f6-b899-47bd-b5d3-35c93a211e49,6,2,,1,9,8,1,6,3,0.111111111111111,101800.990722656,1288.56579811312
9003,261635302004012,ccb54554-557e-45dc-a861-28d4b228f9fe,13,1,4,,18,14,4,17,1,0.222222222222222,103870.390136719,1313.58622270436
9004,261635364004005,7b37e8cb-2380-4c2f-82ed-a8ccc4255601,9,,11,,20,9,11,20,0,0.55,249617.960449219,2257.40257132557
9005,261635364003000,a62cbe1b-8e60-488d-b2dc-c765bc517316,7,3,2,7,19,10,9,9,10,0.473684210526316,242973.023925781,2340.71888255964
9006,261635363006011,ce840bc4-6783-4a37-85bd-4ea06db6851f,6,5,2,1,14,11,3,8,6,0.214285714285714,412189.35546875,3035.07161852795
9007,261635363002008,c8ae85d9-f773-4cfc-a4c7-42e21b26d8c2,8,,3,,11,8,3,11,0,0.272727272727273,104499.319824219,1305.89851521379
9008,261635352002003,a058030c-937f-457b-85ff-bb812fd6af11,13,,22,1,36,13,23,35,1,0.638888888888889,285022.915527344,2400.37310847737
9009,261635233003004,b441d2a5-64cf-470a-8be4-cc21dfc19464,59,,4,,63,59,4,63,0,0.0634920634920635,370838.537109375,2781.35860723192
9010,261635250003034,eb99f0fa-ab0b-403a-8280-ce61dc8967a3,,1,,,1,1,0,0,1,,489751.606445313,2903.08934239193
9011,261635240001003,4e303418-4c64-479f-8ad0-a7ad9f50a9d2,14,17,5,2,38,31,7,19,19,0.184210526315789,4545742.24536133,10605.4691461929
9012,261635250003047,2c40f450-44d4-4261-ada9-b28372e65942,5,,4,,9,5,4,9,0,0.444444444444444,375332.487548828,3132.04441340819
9013,261635250003040,86a9afe0-b36d-4d16-a85e-8cde0178908b,10,3,14,,27,13,14,24,3,0.518518518518518,332146.328369141,2364.70230231494
9014,261635322002015,24fe5301-df9f-4a64-9a3d-774c64332534,17,1,10,,28,18,10,27,1,0.357142857142857,317633.637695313,2517.14664226543
9015,261635323001004,be17b9ad-034b-4221-ac36-f367dd668c48,9,,,,9,9,0,9,0,,387115.190185547,2720.21791320754
9016,261635323001033,b84cae05-8616-4806-9d58-282fd881a50b,23,,8,,31,23,8,31,0,0.258064516129032,310766.687744141,2490.08918221446
9017,261635232001004,d4caff2a-729b-432e-8d31-9b967812fb9d,1,2,,1,4,3,1,1,3,0.25,236029.190429688,2020.57499310443
9018,261635232002000,b982d914-5ff8-441d-874f-48efc24dbdeb,27,1,6,,34,28,6,33,1,0.176470588235294,198205.814941406,1863.14955456275
9019,261635231001035,e266cb85-91f9-4950-a060-e2bd9bc76c4a,57,4,8,,69,61,8,65,4,0.115942028985507,455976.421875,3369.9552881569
9020,261635232002005,c873b359-d8b8-46b4-b55d-946329b3587a,28,,1,,29,28,1,29,0,0.0344827586206897,193094.014648438,1850.31578177953
9021,261635324002004,3e0e5905-8aca-4349-a27c-3ed6cd9877ec,99,,19,,118,99,19,118,0,0.161016949152542,298892.618896484,2463.4563892074
9022,261635114002012,7e9ce3bb-98d8-41b4-865b-80f57c6c6314,51,4,6,4,65,55,10,57,8,0.153846153846154,360537.006591797,2608.63188843298
9023,261635114001038,1282eb74-1832-440e-a847-2ba3a61892ca,3,2,1,2,8,5,3,4,4,0.375,238386.048828125,2294.45676325532
9024,261635114005013,b1eb26a5-275e-48bb-9334-3dd642a2f5f3,13,,9,,22,13,9,22,0,0.409090909090909,332114.843505859,2569.06734179117
9025,261635339001005,2114f8c1-585e-4a7e-a063-5e2611000ec5,85,,9,,94,85,9,94,0,0.0957446808510638,348792.807861328,2574.09250962985
9026,261635339001003,35f77566-1f7b-4d3d-86ab-3c9042a48610,222,2,5,,229,224,5,227,2,0.0218340611353712,372744.1171875,2634.396363078
9027,261635119001007,b0f5c338-0288-41ca-95e0-4bb1def8266f,9,,4,,13,9,4,13,0,0.307692307692308,270100.664550781,2202.08003258581
9028,261635119001005,f57d17ae-d355-474b-a77e-5a68bb0867b9,7,,4,,11,7,4,11,0,0.363636363636364,124051.966064453,1409.54699582238
9029,261635339003009,4a52cfe1-34c4-4f73-a6b0-f3e0d1dbb068,,6,,8,14,6,8,0,14,0.571428571428571,195098.947509766,1765.41897136386
9030,261635312003026,c221841d-7f85-4bcf-a428-7b35a80d23ed,33,,2,,35,33,2,35,0,0.0571428571428571,311466.888183594,2471.3405250516
9031,261635312001005,5148abd9-83e9-45ce-97c2-375361340a5f,29,,3,,32,29,3,32,0,0.09375,348276.184814453,2702.83488801195
9032,261635312002007,028530f0-04ec-455e-8d8e-f1b5c4dc1f54,34,,5,,39,34,5,39,0,0.128205128205128,312113.667480469,2474.84785217862
9033,261635331002003,d7dda6f8-ab6e-46a6-8202-2c2558c9191a,33,,23,,56,33,23,56,0,0.410714285714286,281583.654541016,2292.80070545264
9034,261635330002006,9df8c5aa-7547-450b-8b3a-f07c3f241164,22,,16,,38,22,16,38,0,0.421052631578947,340818.763916016,2562.49975668135
9035,261635334001008,a9a22a1d-6dc4-4360-aa34-8a17649600c8,58,1,23,,82,59,23,81,1,0.280487804878049,124631.754882813,1398.85613089038
9036,261635332002008,f61f038b-1955-496e-ab2d-ecf203ab0983,23,,32,,55,23,32,55,0,0.581818181818182,282663.620361328,2551.08797755908
9037,261635071003005,b5f4df60-cbea-47ba-8276-36cb8693681c,20,1,12,,33,21,12,32,1,0.363636363636364,231743.946289063,2262.88399877494
9038,261635071004000,0426d41e-740b-4bf3-b436-e1d857dfc267,2,8,4,2,16,10,6,6,10,0.375,154781.336914063,1822.4405173769
9039,261635071001010,e605df99-2fc4-4eff-9cb4-d098f7b14c7d,4,2,,1,7,6,1,4,3,0.142857142857143,108262.516601563,1390.18315696833
9040,261635071003000,f4e2d080-2af2-4623-b281-c38b48ffa937,15,,22,,37,15,22,37,0,0.594594594594595,230712.924804688,2270.24189687267
9041,261635072002012,a1f8a8f5-ee4a-4572-8459-84b62b77e4d3,20,1,6,,27,21,6,26,1,0.222222222222222,213731.394042969,2176.36656507313
9042,261635050002008,ce64fd9b-39f2-432c-9c7b-24c4dd7fbfed,11,,12,,23,11,12,23,0,0.521739130434783,205702.190917969,2028.86268431389
9043,261635010001011,67cbadcd-e73e-41c3-91f1-ad0124199a98,21,1,7,3,32,22,10,28,4,0.3125,239830.477050781,2162.88844692609
9044,261635136002012,e1f7d021-3f19-483d-ad4a-fd1b208870c5,22,1,8,,31,23,8,30,1,0.258064516129032,408697.423339844,3125.2872630037
9045,261635123001020,69dcbffa-1d3d-49e3-8100-322fe69cd1a9,,5,,,5,5,0,0,5,,68249.8449707031,1209.99039853512
9046,261635139001009,701022b6-1c7d-4a26-9c2d-6ac353514c10,9,2,6,1,18,11,7,15,3,0.388888888888889,595001.859130859,3168.04362029057
9047,261635139001010,d88b5f5b-17c8-402f-bd80-99134014d5c0,12,2,11,,25,14,11,23,2,0.44,322934.288574219,2607.96841141265
9048,261635136001010,2838bb4f-d90d-440b-b7e4-235163749899,30,1,17,,48,31,17,47,1,0.354166666666667,442499.652587891,3026.42841483059
9049,261635136001001,edd08e34-c762-4997-bd68-ccd9364f0e2f,3,,1,1,5,3,2,4,1,0.4,302697.316650391,2483.02410881666
9050,261635137001005,e90d8344-833a-4ad8-99ec-e492d2a594d3,,14,,,14,14,0,0,14,,510843.211669922,3477.06010370074
9051,261635137001004,c89b5a5e-5f72-4873-bd0b-be31f687daa8,,20,,1,21,20,1,0,21,0.0476190476190476,543580.934326172,2951.42881181325
9052,261635156001005,f7224c1f-d978-434e-8709-a6c2f63e5d95,,,4,,4,0,4,4,0,1,105143.503173828,1317.29954293618
9053,261635020002019,bc481b0c-d64e-4c3b-96ab-12a5a8d0e696,18,4,6,,28,22,6,24,4,0.214285714285714,126219.875976563,1449.2945877519
9054,261635159002006,c49d60e6-d0a3-4b13-a30d-2481b1c55cf6,7,,2,,9,7,2,9,0,0.222222222222222,236958.101074219,2180.39718991048
9055,261635137002011,36b305b2-bc37-46a8-ad58-ada20bcecc5a,15,2,9,,26,17,9,24,2,0.346153846153846,489615.194091797,3476.26202359021
9056,261635224001030,493e95c4-4419-4aab-a5de-dda0c1105b10,2,,11,2,15,2,13,13,2,0.866666666666667,513599.142578125,3777.97550225769
9057,261635154002007,17d9b3f1-8271-4e3a-bdc0-9a77159c0859,9,,4,,13,9,4,13,0,0.307692307692308,248488.225830078,2111.17120627532
9058,261639855001054,df3d79a6-4a46-4c6f-8741-f934c1e661c9,,8,,2,10,8,2,0,10,0.2,1316871.94799805,6607.81353982839
9059,261635123001011,426cc271-e5cc-4a35-ab51-8a3ff629a357,2,,5,,7,2,5,7,0,0.714285714285714,226195.350097656,2052.79261206979
9060,261635123002011,35429e88-63f0-4028-a897-596eca53de9f,37,,6,,43,37,6,43,0,0.13953488372093,237045.89453125,2099.84131632682
9061,261635123002015,ae7a010d-036d-4ce5-997c-c3a00c595024,3,,3,,6,3,3,6,0,0.5,218618.369140625,2094.80541670077
9062,261635132003011,f73fb94d-3f65-41ea-8ca3-37bcf2b8ad27,16,,9,,25,16,9,25,0,0.36,190264.290283203,2941.52996700245
9063,261635133002015,d8adc139-cf84-493b-812b-90b8e88a9bb4,37,,4,,41,37,4,41,0,0.0975609756097561,335770.622802734,2684.8854957428
9064,261635464002001,0685129e-0d0e-4d71-9636-d65818f59a1f,8,,3,1,12,8,4,11,1,0.333333333333333,270907.904541016,2323.0335895065
9065,261635465002002,a6663ffa-a330-4464-803e-1d56ee573c7e,25,2,6,1,34,27,7,31,3,0.205882352941176,293366.488525391,2401.71711610885
9066,261635465002004,2b8e5b27-bd92-428c-94bc-dafb0706ec0f,32,,2,,34,32,2,34,0,0.0588235294117647,303981.478515625,2491.91167524777
9067,261635451003015,4da675cc-dde3-4b5e-abc5-2bed7bc023a4,8,,6,,14,8,6,14,0,0.428571428571429,145193.798095703,2021.94542319579
9068,261635451003026,513c312c-13dc-4444-8df9-4181cd4a03a0,8,1,6,,15,9,6,14,1,0.4,141081.810546875,1941.62916665273
9069,261635451003025,9b4985b4-9354-40d8-ac7b-3bef051d75ea,10,1,8,,19,11,8,18,1,0.421052631578947,259395.588134766,2243.88250313611
9070,261635451003024,e04a5042-e4e2-4d5b-9188-333e6ee45b2f,5,2,13,1,21,7,14,18,3,0.666666666666667,259538.239990234,2247.55097976021
9071,261635452004008,56ccb185-4d15-4399-8a6c-6e1216883831,19,1,6,,26,20,6,25,1,0.230769230769231,284916.102783203,2391.43467272242
9072,261635467001000,b4577433-e186-4f99-b53e-4da9f4075162,,2,,1,3,2,1,0,3,0.333333333333333,150901.380859375,1672.83707702907
9073,261635452003007,f4d6c786-6986-4400-b2c3-d203a89a72a6,26,,12,,38,26,12,38,0,0.315789473684211,284072.843261719,2381.1086617626
9074,261635426004007,18cd5f66-9eee-4e5c-9d39-8a985869edc2,35,,2,,37,35,2,37,0,0.0540540540540541,289508.607177734,2427.30321608199
9075,261635426001004,202ba3d1-5be6-44fe-b15d-52cd596e5244,59,,5,1,65,59,6,64,1,0.0923076923076923,261544.276367188,2262.50305571337
9076,261635424001005,f87b523a-2610-42f2-893b-7d1c0b9a6046,32,,8,,40,32,8,40,0,0.2,244426.066162109,2266.11535949465
9077,261635424001000,cabfd15b-2eb0-4ab6-abc7-de4d4b3fed73,20,13,,2,35,33,2,20,15,0.0571428571428571,245650.045654297,2309.90524053468
9078,261635451003021,ac97db84-d6f3-4a91-9309-12fccae0f8fb,4,2,5,,11,6,5,9,2,0.454545454545455,258564.754394531,2237.60093952849
9079,261635452004006,ce331d67-0b2c-472b-a744-b7fd71a26b36,19,2,10,1,32,21,11,29,3,0.34375,285530.678955078,2402.44019867178
9080,261635451002003,ab36d4b3-43ed-4e85-bf9c-b85fbae3ddf4,18,,15,,33,18,15,33,0,0.454545454545455,274278.5859375,2332.32473046716
9081,261635452004005,26d4087b-5554-42b1-b7f4-7eaf65d80e6a,13,2,12,3,30,15,15,25,5,0.5,286360.009521484,2406.15506008826
9082,261635451002008,2419fe51-795d-4f95-8913-f183eb96f605,7,3,9,3,22,10,12,16,6,0.545454545454545,258872.085449219,2237.79491730704
9083,261635452003009,362ebffd-426a-4640-b5db-401b405c796b,16,,13,,29,16,13,29,0,0.448275862068966,280820.678710938,2373.16264678415
9084,261635466002009,6d696595-63d6-4dbe-ad42-5fc7db5fb407,,,,1,1,0,1,0,1,1,216388.564453125,1970.77937248314
9085,261635466003005,a0178a49-c410-428a-a95b-af5b0955dd44,19,,11,,30,19,11,30,0,0.366666666666667,215469.982177734,1970.4442543177
9086,261635452001002,950c4333-980d-4a43-a6a6-e842caa7f289,9,2,4,,15,11,4,13,2,0.266666666666667,282970.767578125,2382.34314397442
9087,261635452001001,d70023e6-0466-40bb-8c68-9b47e72b659d,18,1,8,,27,19,8,26,1,0.296296296296296,282128.408447266,2377.24177073841
9088,261635467001005,28031212-70eb-4e0c-8e49-07845274e45f,23,,3,,26,23,3,26,0,0.115384615384615,192762.472167969,1839.97042590637
9089,261635467002008,ec326504-94b9-4b09-b81a-7a3b95ca1909,16,,12,,28,16,12,28,0,0.428571428571429,226835.846679688,2032.19428262998
9090,261635388002002,43b5fd3a-f1f2-4cab-8449-48c0b3bf51f3,20,,2,,22,20,2,22,0,0.0909090909090909,193633.587402344,1913.44163960096
9091,261635387003003,64314a45-e816-49bc-8cea-a69eec317efc,20,2,1,4,27,22,5,21,6,0.185185185185185,192390.40625,1899.16279265472
9092,261635389001002,d83fcfe7-2e9e-447f-8113-cf443ed11f9a,59,,,,59,59,0,59,0,,291599.44140625,2229.42210152136
9093,261635394001005,131d0f8d-eec7-465c-bcdc-54735535894a,27,,3,,30,27,3,30,0,0.1,208053.025390625,1948.81221945596
9094,261635394001010,6f359e54-376a-4dc8-a433-4b7fea93ef1b,29,,1,,30,29,1,30,0,0.0333333333333333,208041.684082031,1948.39613743644
9095,261635394002000,fddea81a-01bc-430f-9967-755986c79b3f,35,,,,35,35,0,35,0,,199142.287109375,1928.6192771908
9096,261635394002023,8be90339-3577-4759-b84a-af31c31466e6,20,2,1,,23,22,1,21,2,0.0434782608695652,196439.502441406,1925.04828532685
9097,261635223002050,90a81cb6-337f-44a7-b5e4-f8f1e8f449fb,,1,,1,2,1,1,0,2,0.5,54677.9772949219,1109.41160420467
9098,261635402005002,3bed4f75-0425-47a6-b542-63063bed680a,14,,15,,29,14,15,29,0,0.517241379310345,198417.578613281,1930.41789686244
9099,261635402005001,ff234fe2-3a4c-4e5f-9e4f-31b832bad837,15,,13,,28,15,13,28,0,0.464285714285714,196857.498535156,1923.33001012579
9100,261635401001034,547d801c-8083-4687-bf2a-d98a6edf3e44,25,,5,,30,25,5,30,0,0.166666666666667,211066.445800781,1959.66079933099
9101,261635402005008,f56e185e-3946-441a-ba12-5a0c9bd14452,16,,7,,23,16,7,23,0,0.304347826086957,188075.536132813,1857.68408508369
9102,261635402006006,f962778e-4996-4cf3-8bf0-80fa202fc822,14,,12,,26,14,12,26,0,0.461538461538462,196214.458496094,1918.34993887815
9103,261635402005007,aa8e190c-ebad-455b-bcd5-ec3edafd57c4,11,,7,,18,11,7,18,0,0.388888888888889,185181.01953125,1850.8155962202
