OBJECTID,GEOID10,GlobalID,OCC_RES,OCC_BUS,VAC_RES,VAC_BUS,TotalAddresses,TotalOCC,TotalVAC,TotRES,TotBUS,PctVAC,Shape__Area,Shape__Length
3163,261635389002000,86626419-0e83-4c6d-9291-c32a7f15f24e,,1,,,1,1,0,0,1,,189567.530761719,1896.69144714286
3164,261635404004001,bbc71a02-2123-46d8-98a6-f28d8069df88,8,,7,,15,8,7,15,0,0.466666666666667,193121.114257813,1897.99444909873
3165,261635361001004,e2ef4681-547f-4bd0-9a3f-aabf4fb3a634,70,1,54,,125,71,54,124,1,0.432,696331.263183594,5846.89907022538
3166,261635464001011,0a2e0aaf-51cf-481f-bac3-0be9485f32eb,19,5,7,3,34,24,10,26,8,0.294117647058824,261806.756591797,2257.34049933887
3167,261635079001002,bdeb765d-2b6f-436d-9d25-bdd5eea3ee40,40,2,29,1,72,42,30,69,3,0.416666666666667,564436.501953125,4378.61866249345
3168,261635080001007,f7661ae7-19ab-4238-be72-6fb46d7cdc13,3,,,,3,3,0,3,0,,195965.760253906,2008.09575330377
3169,261635079001007,afacdc99-96a7-46ad-a0b0-50bdfb70ff1c,28,3,24,4,59,31,28,52,7,0.474576271186441,383703.370117188,3213.12847059167
3170,261635080001018,035595a2-ad23-4f39-8164-155b1283f098,,1,,,1,1,0,0,1,,187292.601074219,1968.57848844082
3171,261635081001015,619b5b91-7aeb-458f-bd42-9dd98754a681,12,,10,2,24,12,12,22,2,0.5,252979.91015625,2314.26638930622
3172,261635081001024,ec2fafdd-1da4-4410-9da4-97fa88f1bb27,8,,11,,19,8,11,19,0,0.578947368421053,271435.894042969,2446.85563018187
3173,261635414001011,121aef95-ccad-428c-99b7-3c382b646872,,2,,,2,2,0,0,2,,97232.2744140625,1230.35650956844
3174,261635442003006,436c6551-b323-47a9-9142-36309dcc056c,1,,15,,16,1,15,16,0,0.9375,207675.484375,1925.51140873829
3175,261635442003009,368e1eb0-c837-458a-900b-23874ad4f5f4,,,16,,16,0,16,16,0,1,214284.965332031,1966.44167851354
3176,261635412003004,aa7250f9-d952-4fe5-a42f-d0b4fcfaafbf,46,7,3,4,60,53,7,49,11,0.116666666666667,342004.757324219,2755.24511004326
3177,261635432002008,47f6bf82-7662-48fb-8753-2841f97e5d91,,,,2,2,0,2,0,2,1,398206.616699219,3122.74454259862
3178,261635432002015,1213aa54-6f86-4b92-8488-f245c9c7c56c,21,,6,,27,21,6,27,0,0.222222222222222,224731.392578125,2023.40652705608
3179,261635435002008,ec61ff03-1f5f-47b0-a820-9d2cc89769e3,13,,12,,25,13,12,25,0,0.48,210509.366210938,1943.07235918272
3180,261635432002014,a50de8fb-db7c-44a7-bf57-295b67014878,17,,5,,22,17,5,22,0,0.227272727272727,290523.620605469,2211.52629469355
3181,261635435002015,0984ecbf-7875-4961-a4fb-3e3949e6c0cb,6,,7,,13,6,7,13,0,0.538461538461538,213588.56640625,1963.70997283721
3182,261635436002024,729a5a28-74af-4992-9791-35006d43ceb2,18,,5,,23,18,5,23,0,0.217391304347826,251543.72265625,2293.06553240321
3183,261635424003002,dca46a15-e839-4717-886d-2b2d5771aeca,23,3,4,2,32,26,6,27,5,0.1875,218457.305664063,2120.64774245759
3184,261635392003008,7bedbb9a-0829-4067-abe8-ebbd456754ee,30,,1,,31,30,1,31,0,0.032258064516129,231505.51171875,2143.33920812855
3185,261635392003006,f3de7453-fe07-47ad-9ba3-62848869f195,31,,,,31,31,0,31,0,,253356.268554688,2197.05893240028
3186,261635392001004,5c6b27bc-017e-46d0-9313-b14f516d786f,28,,,,28,28,0,28,0,,238266.55859375,2211.67787783982
3187,261635407003010,73c74d05-0a48-4120-8ed5-2c82cdbc6be0,4,3,2,,9,7,2,6,3,0.222222222222222,190181.771484375,1873.1198298073
3188,261635411002000,0131fb87-052d-421a-8942-50459131fe7b,15,1,7,2,25,16,9,22,3,0.36,258499.892578125,2345.66803294447
3189,261635411004000,b71c6d70-6008-448d-8918-825f10927a10,29,,7,,36,29,7,36,0,0.194444444444444,330969.123535156,2703.68810788284
3190,261635411004004,29bc3712-61fb-4f5e-90e8-0ef406d25930,38,1,6,,45,39,6,44,1,0.133333333333333,481623.507324219,3611.02129372814
3191,261635223001018,c4812b28-6d69-49b5-9dac-11a2d9185c70,6,,2,1,9,6,3,8,1,0.333333333333333,198410.15234375,1794.42230599664
3192,261635345002026,bdd8c18b-56bb-483a-8aa6-9114abb52b6b,9,4,5,1,19,13,6,14,5,0.315789473684211,166470.464355469,1685.11902317025
3193,261635318003001,f6be5013-7c36-4b01-9cd2-424d7f58b827,,2,2,,4,2,2,2,2,0.5,553569.511230469,3007.49436843276
3194,261635317002015,065e7e13-acb9-42fe-8e86-2c3061fee2aa,9,,3,1,13,9,4,12,1,0.307692307692308,153509.062988281,1652.41190965715
3195,261635106001028,49617afa-81d3-4010-a66c-bfd8069aa5d8,25,,1,,26,25,1,26,0,0.0384615384615385,182726.715332031,2230.80881155993
3196,261635061002008,c9ba025b-a6d1-4a03-99f8-e4831ed11fcd,25,,14,,39,25,14,39,0,0.358974358974359,294464.641601563,2441.54840184916
3197,261635061001006,a0eba2f9-1bfc-4a45-805f-d5404f884867,46,,3,,49,46,3,49,0,0.0612244897959184,293676.756835938,2440.30027173539
3198,261635061001011,957a9f79-188f-4828-a016-e221458c3b2b,37,,3,,40,37,3,40,0,0.075,281283.063964844,2351.27996893849
3199,261635051001006,9d432462-2fb3-4f85-aa80-9f343a52061a,17,2,,,19,19,0,17,2,,150128.203125,1869.35781810875
3200,261635409001006,2523fd72-cb50-40d8-941e-c65a7d145905,7,2,,,9,9,0,7,2,,108134.790527344,1328.25387457307
3201,261635032003008,6bf3b850-0c2a-41fc-acd7-f2192aa1f439,,5,,,5,5,0,0,5,,491755.904785156,2945.80177615133
3202,261635387002009,dba07f43-cb34-455e-a4bb-31db3888b485,200,85,1,4,290,285,5,201,89,0.0172413793103448,585107.883789063,3089.0873049671
3203,261635387002008,e56a65ee-a2bc-44ca-b6b7-74b42f76134b,15,1,,,16,16,0,15,1,,389391.859375,2488.54957997391
3204,261635248005000,597e9303-8513-43b7-8154-f94f7aedf87c,16,,1,,17,16,1,17,0,0.0588235294117647,128993.577148438,1946.22375561735
3205,261635245002024,89ff7618-0281-4c88-a5ac-f2b51f61d01b,,5,,1,6,5,1,0,6,0.166666666666667,268018.781738281,2288.84110808048
3206,261635247006009,30ae76f9-27e2-4db1-8494-9fcdd103e0e9,9,,9,,18,9,9,18,0,0.5,224430.068603516,2102.90117147599
3207,261635247005005,bf81cc9e-ee17-479c-a2eb-05965ddda7f7,8,2,5,3,18,10,8,13,5,0.444444444444444,236381.484619141,2237.36721716071
3208,261635247005009,bba09e6f-9921-49d0-959c-46ba935e85ff,23,,11,,34,23,11,34,0,0.323529411764706,249840.595703125,2260.65076305425
3209,261635248004004,33515ac5-b522-4f9f-80c0-9dfddd8b6bfe,13,1,12,1,27,14,13,25,2,0.481481481481481,232246.483642578,2191.66713527749
3210,261635272001021,8c8a9507-8139-45d2-a0ed-71953ee1eff1,9,,3,,12,9,3,12,0,0.25,155287.375488281,1875.50906044651
3211,261635273001002,9f9d52ac-f9ed-4866-a1c6-b0c2308c2e1f,7,1,15,1,24,8,16,22,2,0.666666666666667,204585.841796875,2006.93256440366
3212,261635222002008,4b8f0370-5587-4b8c-b125-47f43b12ab7f,20,1,34,2,57,21,36,54,3,0.631578947368421,274925.321533203,2205.60616039636
3213,261635222002006,94d4957e-9f97-4aed-b505-af25bc8bff0a,5,,8,,13,5,8,13,0,0.615384615384615,216971.490722656,1926.14801687242
3214,261635273001027,8fdfdd03-4276-498e-b6aa-7c4a434efa36,3,1,8,1,13,4,9,11,2,0.692307692307692,227336.277832031,1848.94523409675
3215,261635273001026,b517e4a4-2174-41c1-a7b8-0b92dcb26143,,,2,1,3,0,3,2,1,1,158773.297363281,1633.36970590129
3216,261635071004011,63c8b739-d4d8-428e-a2c3-d0d243ee3a23,32,,4,,36,32,4,36,0,0.111111111111111,342108.637695313,2718.94651398956
3217,261635018004010,d2ab8b38-dcc6-402c-9cc2-36f9d9091a30,23,1,,,24,24,0,23,1,,267554.952148438,2308.50787669736
3218,261635161002024,20760cdc-444a-4313-9cb5-c09685e9da5a,,2,,,2,2,0,0,2,,247886.169677734,4019.91336881395
3219,261635105003016,de466c1b-7c22-487a-8aaf-05bedf7423de,19,,7,,26,19,7,26,0,0.269230769230769,281836.217285156,2651.28393053988
3220,261635441003000,060ecf32-7a5f-43b7-a8e1-1b78ac07680a,,1,,,1,1,0,0,1,,6998087.57299805,12301.2726089445
3221,261635373001003,a3a28940-15db-4849-ac00-4b75d872bce9,9,,3,,12,9,3,12,0,0.25,115470.828369141,1731.08154584284
3222,261635427001014,82bee41f-8ee1-45b5-895a-2bc0a88e189f,,16,,3,19,16,3,0,19,0.157894736842105,1316926.41894531,7464.26836913494
3223,261635261002008,06b3196c-bc10-46aa-a944-f78a806733c5,7,,2,,9,7,2,9,0,0.222222222222222,109545.222900391,1335.13327107485
3224,261635064001018,5d9496de-9720-4b7d-a90c-42fbfccb1ff4,5,3,15,1,24,8,16,20,4,0.666666666666667,212214.768066406,2080.1934972997
3225,261635064001019,39e7293f-0800-47ca-80a0-e487b2382117,5,2,12,2,21,7,14,17,4,0.666666666666667,255351.979492188,2359.31984150423
3226,261635104001013,32f49f19-7820-45df-832b-307de68e7e18,5,,14,,19,5,14,19,0,0.736842105263158,226926.726074219,2248.59207685402
3227,261635105004008,1fb431d5-9bf1-4f82-9468-c8a69ba975b2,21,,5,,26,21,5,26,0,0.192307692307692,173212.806640625,1959.53419724328
3228,261635105004007,32b89747-1b1e-49d5-81d1-1d53f1b3cc63,21,,,,21,21,0,21,0,,111754.146484375,1374.56208820221
3229,261635105002005,e443e941-06fe-4d4e-8952-4feb112b9fe8,57,1,2,,60,58,2,59,1,0.0333333333333333,279508.657714844,2646.5497649982
3230,261635105003010,958d6f06-46d5-4a0a-a8d7-03443a23dde0,7,,4,,11,7,4,11,0,0.363636363636364,103922.270019531,1317.32550508473
3231,261635105001032,6f8fdde0-f235-468f-92b7-0651eec67d35,8,,7,,15,8,7,15,0,0.466666666666667,92236.8349609375,1227.20201382432
3232,261635105003025,bc74ead5-4ea1-4400-adaf-f3df0baa5edc,7,,3,,10,7,3,10,0,0.3,127512.631347656,1492.87237281967
3233,261635105003020,0dac1a46-9e11-4c57-9900-7aab018e8e78,13,5,,1,19,18,1,13,6,0.0526315789473684,104459.155761719,1323.93205939944
3234,261635105004001,23d882c9-4774-4ffb-9fe5-32c43d316cd6,26,2,8,,36,28,8,34,2,0.222222222222222,259086.6171875,2385.89292263414
3235,261635215001053,86a2b46f-291b-4d53-a67a-4dfd26daab55,6,,1,1,8,6,2,7,1,0.25,225259.119384766,1945.91583092352
3236,261635215001072,98fadcf5-c8a4-40e7-b93d-9b9101115514,2,,,,2,2,0,2,0,,112751.744628906,1352.8145935917
3237,261635215001086,acd7a475-06ae-4a10-a717-02258398d8fd,7,,,1,8,7,1,7,1,0.125,112775.821289063,1353.02262566562
3238,261635219001027,b9b96330-36e1-4074-9249-2550fd917fc4,2,,,,2,2,0,2,0,,56181.66015625,994.048327706416
3239,261635215001058,33d751c6-0bd2-468a-b4b2-56680dbe57c3,9,,4,,13,9,4,13,0,0.307692307692308,208204.801025391,1889.48290882087
3240,261635064001020,3d7eb2ef-4570-49ae-9495-fd6851db08b0,,2,10,,12,2,10,10,2,0.833333333333333,145689.689453125,1618.88955819955
3241,261635104001028,2dd79968-6667-47cb-97f0-ca6722414ada,1,1,6,1,9,2,7,7,2,0.777777777777778,166060.89453125,1800.52771926163
3242,261635105003011,945da1e2-a4ea-47e8-99e2-619c9fb10d32,7,4,,,11,11,0,7,4,,429569.164550781,2726.75694935158
3243,261635105003018,0f50a374-8196-4eda-939c-5aa14878bccb,14,5,17,,36,19,17,31,5,0.472222222222222,453955.239257813,2848.03540582993
3244,261635105003024,5dd4df0f-6169-4ebc-9d68-01cee3f1e217,4,,4,,8,4,4,8,0,0.5,69849.3271484375,1057.16404636326
3245,261635105003030,d60245d2-149d-4118-9fa9-66ac18a040b0,8,1,4,,13,9,4,12,1,0.307692307692308,143859.94140625,1612.96318657915
3246,261635105002007,a5dba2ea-6b92-4ffe-b873-4e162c8759cb,25,,3,,28,25,3,28,0,0.107142857142857,208568.546386719,2119.72245319415
3247,261635033002004,0d6c301a-ee4f-4c53-b2a8-338151df21a4,29,,5,,34,29,5,34,0,0.147058823529412,244377.138671875,2141.00201175165
3248,261635033002007,6c3f3538-55a4-49fa-92fb-20cfb08b4786,21,,14,,35,21,14,35,0,0.4,245895.110839844,2151.3170013496
3249,261635033001011,e08ca46c-a9a7-4bdc-bd04-c61b1d475ab2,17,,23,,40,17,23,40,0,0.575,249003.340820313,2159.4644392759
3250,261635033001010,41da2a62-033b-43a0-baaf-0a220bd857b1,11,,25,,36,11,25,36,0,0.694444444444444,245716.685546875,2148.03583713594
3251,261635035003001,639c0452-50d4-4509-a019-a23d2401635e,12,3,13,,28,15,13,25,3,0.464285714285714,217704.631347656,1977.5518240717
3252,261635035005003,d5651fc8-dcbb-4bb5-ac5b-2c8f9cc1890f,14,,17,,31,14,17,31,0,0.548387096774194,219181.466308594,1984.24333369822
3253,261635033001008,478b8ef2-e8fa-4236-ae21-1a6de4237f62,34,1,5,,40,35,5,39,1,0.125,239967.283203125,2132.72413253877
3254,261635034001009,5cf2cbbc-2192-40a5-9871-6a4930e895ee,21,,5,,26,21,5,26,0,0.192307692307692,190335.989746094,1872.3669397069
3255,261635031003012,37490823-7d22-4e14-b5b7-4d068433a07c,26,,3,,29,26,3,29,0,0.103448275862069,209972.591308594,1958.31479936358
3256,261639853001037,961eec44-b0f3-4755-b73a-261cfd5e285c,1,1,,,2,2,0,1,1,,260734.864013672,2059.42889491758
3257,261635250002042,59f8c9c4-cc69-4cfe-a947-d45987819f41,,1,,,1,1,0,0,1,,187515.869140625,1792.31270794407
3258,261635250002029,67c25238-b891-42a9-b5c1-c224f0071330,1,1,,,2,2,0,1,1,,357467.511962891,2774.09621028368
3259,261635250002044,c26770e4-ab20-4ed1-b894-26dd4ed75948,6,,3,,9,6,3,9,0,0.333333333333333,439450.829589844,3257.94673463626
3260,261635250002006,ea8a4905-8302-4d48-b556-d91f39e56713,3,2,,,5,5,0,3,2,,197193.517333984,1872.99200542544
3261,261635225001021,321188f9-14f8-4c53-82d3-110067d571c5,,,,1,1,0,1,0,1,1,68426.3459472656,1175.13946672292
3262,261635110001009,4bd43803-8b78-4201-8844-f23bcf7b63af,3,3,4,15,25,6,19,7,18,0.76,256639.573730469,2663.1509329052
3263,261635159002014,4e95dc27-61da-4ca7-9cd5-ff9828ce2490,5,,14,,19,5,14,19,0,0.736842105263158,147661.684326172,1555.97557762445
3264,261635185002010,969efafc-db12-4f3c-bfcd-9810930961db,6,,1,,7,6,1,7,0,0.142857142857143,141486.625976563,1552.79673391174
3265,261635161002040,6779cb7d-37e0-4aa4-968f-ff50b5008995,3,,3,,6,3,3,6,0,0.5,161559.099609375,1610.42304261011
3266,261635161001017,085ae59c-c963-4234-9fae-86d8ff30171e,6,,,,6,6,0,6,0,,93862.1430664063,1226.22168820256
3267,261635161001016,6562e594-262d-41b8-b843-1bb8f860c523,2,,,,2,2,0,2,0,,86350.1684570313,1175.45278427235
3268,261635161002037,1b1857cf-4e4c-4004-81e6-7ceb29b545f6,3,,,,3,3,0,3,0,,166235.138916016,1632.30959973187
3269,261635161002042,8a639ef2-47d7-4330-aeab-425b70633679,,1,,,1,1,0,0,1,,120351.666015625,1508.9300382914
3270,261635225002005,0bb29736-974a-4cca-9940-c85191f70791,67,2,1,,70,69,1,68,2,0.0142857142857143,300064.634521484,2257.65793391736
3271,261635225003000,c79147e3-ed4c-45b0-878d-a890696314aa,1,2,,1,4,3,1,1,3,0.25,271784.188476563,2132.43079283039
3272,261635225003005,55f9eaaa-1321-451a-a5c7-eeecea4c0e2a,,1,4,3,8,1,7,4,4,0.875,132942.2109375,1478.58313482368
3273,261635173001006,eb1d4767-9ba7-4c91-96bc-a8c3d35654ea,8,1,14,1,24,9,15,22,2,0.625,248573.241455078,2109.03551373895
3274,261635173001003,81c9a3e0-14e3-48b1-9c09-1fe645e35cc4,1,,,2,3,1,2,1,2,0.666666666666667,89582.6154785156,1219.87577792982
3275,261635213001060,0ea45e99-7962-4304-93dc-c59a274bab73,,17,,2,19,17,2,0,19,0.105263157894737,1214073.98828125,5623.9043957529
3276,261635220001085,fcce3365-b421-47cb-b3b8-71a19f26ae5e,,1,,,1,1,0,0,1,,234113.273193359,1982.24043811653
3277,261635069005015,b0e9004e-71d7-4eca-956b-bddb2658731a,27,7,4,,38,34,4,31,7,0.105263157894737,329381.809570313,2594.59975378295
3278,261635107001005,26b7bfbe-a637-4969-add9-5a9a7678ae0c,10,,8,,18,10,8,18,0,0.444444444444444,312691.107421875,2842.81497929084
3279,261635223002028,fcbabadb-8222-4cff-b78f-52b5d36ced5e,,1,,,1,1,0,0,1,,423191.325439453,2646.72491137796
3280,261635223002051,61c9f9b1-b4a3-4022-8187-a6ea4e3f43fb,,1,,,1,1,0,0,1,,492159.270507813,2982.03750749511
3281,261635222001026,eecc9e08-b69e-4e41-a9f6-59793de1e2fc,4,,7,,11,4,7,11,0,0.636363636363636,156078.542724609,1592.76499527099
3282,261635222001021,373d6541-c84f-42e5-97c1-c08e97d48643,3,1,4,,8,4,4,7,1,0.5,60695.3608398438,989.795907140333
3283,261635221001008,80c63320-3130-4408-a7bc-22073866c494,1,,1,,2,1,1,2,0,0.5,139458.398193359,1531.50583977043
3284,261635221001016,fe52d49c-1d9a-4907-9781-2e51a0767bf9,13,,15,,28,13,15,28,0,0.535714285714286,438595.731445313,3078.36530962104
3285,261635364003006,249fb613-9876-4b26-9cfa-39dce7bff796,21,1,9,,31,22,9,30,1,0.290322580645161,351027.929199219,3191.20164084018
3286,261635364001008,dfe2d37b-fff5-4808-974c-2b356b2b7fcb,19,,11,2,32,19,13,30,2,0.40625,299171.635742188,2588.24589958416
3287,261635440002024,42009401-0111-46b3-a408-df1cd3f44840,21,,6,,27,21,6,27,0,0.222222222222222,192286.411865234,1840.17998243353
3288,261635396001003,198b7071-6538-4c8e-89a7-bf22126c2b4a,11,8,,5,24,19,5,11,13,0.208333333333333,214958.270507813,1979.97563513104
3289,261635463001012,ffdb0657-a481-4a60-87c7-d652a0a41e70,30,3,2,1,36,33,3,32,4,0.0833333333333333,261071.452880859,2347.0686534498
3290,261635438002008,40430388-67fc-490e-9f10-6a560834fca9,6,,3,,9,6,3,9,0,0.333333333333333,283375.030761719,2396.75633455369
3291,261635439001011,ca2a7b58-0aa0-4669-8bbc-515b988a03c5,8,,8,,16,8,8,16,0,0.5,223379.677246094,2119.20950595133
3292,261635463002007,df2ba96d-4b3b-4899-b646-4817c457e0a8,41,,2,,43,41,2,43,0,0.0465116279069767,274128.450439453,2363.20429848714
3293,261635362001014,e7a96f73-8b31-400c-b74a-64fed3ab2a0f,14,4,1,2,21,18,3,15,6,0.142857142857143,189598.114746094,1889.39216659153
3294,261635462003015,3c087022-b5e2-4c09-bde7-0470f24fb5cf,48,,,,48,48,0,48,0,,441040.807128906,3359.92909412648
3295,261635462001005,2aff03a5-cb2b-44b9-ba06-954dfe2b4c3f,27,3,2,4,36,30,6,29,7,0.166666666666667,284772.351074219,2400.17353821562
3296,261635462001001,537b39e5-966d-441f-b604-082048a27373,35,,5,,40,35,5,40,0,0.125,283639.977050781,2387.25143046482
3297,261635438002025,c0c58b0b-4040-4178-aaf4-fac730a960ac,6,1,2,,9,7,2,8,1,0.222222222222222,261570.717285156,2343.46127095519
3298,261635437002008,e3ebd072-ca8a-4a18-9747-a5b8af866fdf,15,,3,,18,15,3,18,0,0.166666666666667,282786.072509766,2394.45205512554
3299,261635437001007,b854c1aa-3e57-4014-848e-62b287ab4680,12,2,6,1,21,14,7,18,3,0.333333333333333,283613.203857422,2393.61922198409
3300,261635437001006,5ff8610a-d6df-449b-833f-027fc609771b,16,2,6,2,26,18,8,22,4,0.307692307692308,265558.891845703,2351.9638116679
3301,261635439002034,ff107155-20c4-4bed-b223-e42980545a9e,7,,6,,13,7,6,13,0,0.461538461538462,160128.2265625,1671.18165769859
3302,261635437002011,43f592e3-0c9d-4f12-b4b2-45c42c8bc1e6,13,,4,,17,13,4,17,0,0.235294117647059,240488.989501953,2296.4347252237
3303,261635439002010,95b57836-b395-4c04-ac53-4c8c3577903f,,,2,,2,0,2,2,0,1,34482.5341796875,883.59449421178
3304,261635437001011,ebaf3724-abfa-405e-bd0a-287a1579651f,1,2,2,2,7,3,4,3,4,0.571428571428571,134508.751464844,1519.27227723545
3305,261635437001001,94ab03d5-6187-4d76-b261-937bff433f46,11,1,12,1,25,12,13,23,2,0.52,245214.506103516,2312.21904119675
3306,261635361002001,690f1483-fc17-4a11-a939-833d6a9e322a,35,,5,,40,35,5,40,0,0.125,287536.899414063,2422.38056076681
3307,261635343001007,dccd5a3c-2a9b-4e75-b7a4-5b95ac08900b,21,1,8,,30,22,8,29,1,0.266666666666667,235954.521728516,2398.55608450914
3308,261635344001013,a15127cd-68ab-4893-9978-0840d27ab054,11,,13,,24,11,13,24,0,0.541666666666667,192126.379638672,1977.337301606
3309,261635357002000,626c0ab5-1604-4627-9bf4-f20471baf681,21,2,9,2,34,23,11,30,4,0.323529411764706,258877.831542969,2244.04556553716
3310,261635343002014,75900684-7737-47ff-b404-00fb22dea446,14,,36,,50,14,36,50,0,0.72,243622.155029297,2362.62738571202
3311,261635343002017,f863124d-9514-4dd7-826d-b63ebb4080c1,9,1,18,,28,10,18,27,1,0.642857142857143,243293.855224609,2361.94663896891
3312,261635344002020,de67976f-86eb-4837-9e0e-98c344b68525,23,,12,,35,23,12,35,0,0.342857142857143,243750.480957031,2369.29290025162
3313,261635344002019,b01c2a5e-e66d-40a0-bbfa-9873f231fbf1,21,,13,,34,21,13,34,0,0.382352941176471,236050.906494141,2346.78563552396
3314,261635366005008,8579ab6b-cdcb-4572-b3a3-faa96c1eba32,21,,19,,40,21,19,40,0,0.475,308287.494873047,2835.44972170297
3315,261635342005017,b8afd14d-a0eb-4cec-87a1-91ce0fea0778,28,,14,,42,28,14,42,0,0.333333333333333,307201.875732422,2700.67065485564
3316,261635342003005,2e197d3d-cd81-4ff6-a00c-065a31da6d2a,15,2,10,,27,17,10,25,2,0.37037037037037,251709.337402344,2439.48966320722
3317,261635342001006,ac31b95c-1b3f-4878-9451-b644061ecb74,11,,11,,22,11,11,22,0,0.5,196709.609130859,1926.73624902181
3318,261635342001012,4114670d-4a20-4eee-a852-38f9f344d3fe,22,,33,,55,22,33,55,0,0.6,299039.885742188,2761.26451896002
3319,261635015005000,6c3738a7-c9c4-4390-945a-662e5c2888e2,76,1,16,,93,77,16,92,1,0.172043010752688,897414.067382813,5729.45890215924
3320,261635223001033,d0e3b21a-8daa-4333-b05d-a6f9ec2c3e06,1,,2,,3,1,2,3,0,0.666666666666667,72766.3305664063,1145.59910323636
3321,261635366004014,4f27057a-763b-4cee-bdaa-efd4f01d2f62,,1,,,1,1,0,0,1,,494141.293212891,4100.23267876711
3322,261635342001015,6365c106-95e2-4d03-ad1e-ca7f5336acac,3,6,1,2,12,9,3,4,8,0.25,278837.827392578,2264.74789466144
3323,261635219002006,f260964e-65b5-4894-948f-4be650a5e6f8,347,14,3,,364,361,3,350,14,0.00824175824175824,905613.153076172,3861.86864695325
3324,261635189001007,b60c4f64-642c-44ab-b1c3-9eea75034eba,,1,,,1,1,0,0,1,,164068.391845703,1585.59510316567
3325,261635188001051,8f6ea969-06a0-4f75-8280-d999b2655d74,,2,,,2,2,0,0,2,,136717.259277344,1669.03278919268
3326,261635189001059,40c38dc3-88bd-45ee-96cf-4047404a1cc7,,1,,,1,1,0,0,1,,169766.278320313,1774.51647516922
3327,261635189001074,69a1439c-980d-45b6-824e-6efdea72c8eb,,10,,,10,10,0,0,10,,127342.193847656,1479.48908816753
3328,261635234002000,ceff3dbb-187d-461c-bf5b-cff34a925527,52,5,8,1,66,57,9,60,6,0.136363636363636,483348.602539063,3314.51914046449
3329,261635211002002,8dba3598-5e4f-48e8-9272-157f71bec079,,2,,,2,2,0,0,2,,364689.683837891,2558.87999628421
3330,261635215001075,7f278d64-56d0-4a89-815f-0add81e09289,3,,2,,5,3,2,5,0,0.4,205597.982177734,1894.87753267082
3331,261635215002014,19501994-bb25-42d0-a508-f3a7c0578907,22,,1,1,24,22,2,23,1,0.0833333333333333,221896.575439453,1895.13217143838
3332,261635411003005,49a24262-2a91-461c-9244-caaf76cfde8c,20,,6,,26,20,6,26,0,0.230769230769231,287587.288574219,2427.13465484708
3333,261635324001004,42c3d252-6753-41e8-b52e-d51b0345864c,42,2,11,,55,44,11,53,2,0.2,315723.517822266,2516.81728575702
3334,261635119002001,be288e04-d1f6-4dee-9e33-6a802127588a,9,,10,1,20,9,11,19,1,0.55,224739.806152344,2058.79430677495
3335,261635114005014,7421afbd-7d09-4cc3-b572-7b7fb3125be9,100,,68,,168,100,68,168,0,0.404761904761905,331393.428222656,2504.84379493251
3336,261635114005009,fb85205f-7400-40c5-9cd0-90008178203d,9,1,7,1,18,10,8,16,2,0.444444444444444,356817.849121094,2589.20760036069
3337,261635114001032,e061cf36-db97-4afc-b2fb-3d5fe1f690db,9,1,1,1,12,10,2,10,2,0.166666666666667,237078.104492188,2296.25191903084
